instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,tempkelvin,atemp,hum,heatindex,windspeed,casual,registered,cnt,logcnt
9835,2012-02-19,1,1,2,17,0,0,0,2,0.3,285.45,0.2879,0.49,0.376,0.2537,22,135,157,5.063
9836,2012-02-19,1,1,2,18,0,0,0,2,0.3,285.45,0.2727,0.49,0.376,0.3284,23,144,167,5.124
9837,2012-02-19,1,1,2,19,0,0,0,2,0.3,285.45,0.2879,0.52,0.388,0.2537,18,101,119,4.787
9838,2012-02-19,1,1,2,20,0,0,0,2,0.3,285.45,0.2879,0.52,0.388,0.2836,22,81,103,4.644
9839,2012-02-19,1,1,2,21,0,0,0,3,0.26,283.81,0.2576,0.65,0.416,0.1642,3,33,36,3.611
9840,2012-02-19,1,1,2,22,0,0,0,3,0.24,282.99,0.2576,0.75,0.444,0.0896,8,47,55,4.025
9841,2012-02-19,1,1,2,23,0,0,0,2,0.22,282.17,0.2273,0.93,0.504,0.1642,5,30,35,3.584
9842,2012-02-20,1,1,2,0,1,1,0,2,0.24,282.99,0.2576,0.87,0.492,0.0896,5,36,41,3.738
9843,2012-02-20,1,1,2,1,1,1,0,2,0.24,282.99,0.2576,0.87,0.492,0.0896,3,12,15,2.773
9844,2012-02-20,1,1,2,2,1,1,0,2,0.24,282.99,0.2576,0.87,0.492,0.0896,1,19,20,3.045
9845,2012-02-20,1,1,2,3,1,1,0,2,0.24,282.99,0.2273,0.81,0.468,0.194,0,8,8,2.197
9846,2012-02-20,1,1,2,5,1,1,0,2,0.24,282.99,0.2121,0.6,0.384,0.3582,0,6,6,1.946
9847,2012-02-20,1,1,2,6,1,1,0,1,0.24,282.99,0.197,0.52,0.352,0.4179,1,9,10,2.398
9848,2012-02-20,1,1,2,7,1,1,0,2,0.22,282.17,0.197,0.55,0.352,0.3284,2,42,44,3.807
9849,2012-02-20,1,1,2,8,1,1,0,1,0.2,281.35,0.1818,0.59,0.356,0.3582,9,111,120,4.796
9850,2012-02-20,1,1,2,9,1,1,0,1,0.2,281.35,0.1818,0.59,0.356,0.3582,12,98,110,4.71
9851,2012-02-20,1,1,2,10,1,1,0,1,0.22,282.17,0.197,0.55,0.352,0.4478,30,113,143,4.97
9852,2012-02-20,1,1,2,11,1,1,0,1,0.26,283.81,0.2273,0.48,0.348,0.3582,45,163,208,5.342
9853,2012-02-20,1,1,2,12,1,1,0,1,0.28,284.63,0.2727,0.45,0.348,0.2239,65,216,281,5.642
9854,2012-02-20,1,1,2,13,1,1,0,1,0.3,285.45,0.2879,0.42,0.348,0.2836,66,246,312,5.746
9855,2012-02-20,1,1,2,14,1,1,0,1,0.32,286.27,0.3182,0.36,0.336,0.194,57,206,263,5.576
9856,2012-02-20,1,1,2,15,1,1,0,1,0.34,287.09,0.3182,0.34,0.34,0.2239,54,235,289,5.67
9857,2012-02-20,1,1,2,16,1,1,0,1,0.36,287.91,0.3788,0.29,0.332,0.1045,64,216,280,5.638
9858,2012-02-20,1,1,2,17,1,1,0,1,0.38,288.73,0.3939,0.27,0.336,0.2537,27,226,253,5.537
9859,2012-02-20,1,1,2,18,1,1,0,1,0.34,287.09,0.3182,0.34,0.34,0.2239,27,215,242,5.493
9860,2012-02-20,1,1,2,19,1,1,0,1,0.34,287.09,0.3182,0.34,0.34,0.2239,8,164,172,5.153
9861,2012-02-20,1,1,2,20,1,1,0,1,0.34,287.09,0.3333,0.34,0.34,0.194,9,117,126,4.844
9862,2012-02-20,1,1,2,21,1,1,0,1,0.3,285.45,0.303,0.39,0.336,0.1642,8,90,98,4.595
9863,2012-02-20,1,1,2,22,1,1,0,1,0.3,285.45,,0.45,0.36,0.0896,9,53,62,4.143
9864,2012-02-20,1,1,2,23,1,1,0,1,0.3,285.45,0.3333,0.39,0.336,0.0,0,26,26,3.296
9865,2012-02-21,1,1,2,0,0,2,1,1,0.26,283.81,0.303,0.65,0.416,0.0,1,11,12,2.565
9866,2012-02-21,1,1,2,1,0,2,1,1,0.26,283.81,0.303,0.56,0.38,0.0,0,7,7,2.079
9867,2012-02-21,1,1,2,2,0,2,1,1,0.24,282.99,0.2879,0.6,0.384,0.0,0,3,3,1.386
9868,2012-02-21,1,1,2,4,0,2,1,1,0.22,282.17,0.2727,0.64,0.388,0.0,0,2,2,1.099
9869,2012-02-21,1,1,2,5,0,2,1,1,0.2,281.35,0.2576,0.69,0.396,0.0,0,15,15,2.773
9870,2012-02-21,1,1,2,6,0,2,1,1,0.2,281.35,0.2576,0.75,0.42,0.0,3,83,86,4.466
9871,2012-02-21,1,1,2,7,0,2,1,1,0.22,282.17,0.2727,0.64,0.388,0.0,6,273,279,5.635
9872,2012-02-21,1,1,2,8,0,2,1,1,0.2,281.35,0.2273,0.69,0.396,0.0896,5,459,464,6.142
9873,2012-02-21,1,1,2,9,0,2,1,1,0.2,281.35,0.2273,0.75,0.42,0.1045,6,211,217,5.384
9874,2012-02-21,1,1,2,10,0,2,1,1,0.24,282.99,0.2273,0.7,0.424,0.194,8,77,85,4.454
9875,2012-02-21,1,1,2,11,0,2,1,2,0.26,283.81,0.2424,0.7,0.436,0.2836,5,81,86,4.466
9876,2012-02-21,1,1,2,12,0,2,1,2,0.3,285.45,0.2727,0.56,0.404,0.3881,16,147,163,5.1
9877,2012-02-21,1,1,2,13,0,2,1,1,0.34,287.09,0.303,0.49,0.4,0.4179,8,123,131,4.883
9878,2012-02-21,1,1,2,14,0,2,1,2,0.32,286.27,0.2879,0.53,0.404,0.3881,16,108,124,4.828
9879,2012-02-21,1,1,2,15,0,2,1,1,0.34,287.09,0.303,0.49,0.4,0.4179,23,137,160,5.081
9880,2012-02-21,1,1,2,16,0,2,1,1,0.36,287.91,0.3333,0.46,0.4,0.4179,14,240,254,5.541
9881,2012-02-21,1,1,2,17,0,2,1,1,0.38,288.73,0.3939,0.4,0.388,0.4478,21,411,432,6.071
9882,2012-02-21,1,1,2,18,0,2,1,1,0.38,288.73,0.3939,0.4,0.388,0.4478,11,414,425,6.054
9883,2012-02-21,1,1,2,19,0,2,1,1,0.36,287.91,0.3333,0.46,0.4,0.2985,5,299,304,5.72
9884,2012-02-21,1,1,2,20,0,2,1,1,0.34,287.09,0.3182,0.53,0.416,0.2537,4,223,227,5.429
9885,2012-02-21,1,1,2,21,0,2,1,1,0.34,287.09,0.3333,0.61,0.448,0.1642,7,147,154,5.043
9886,2012-02-21,1,1,2,22,0,2,1,2,0.34,287.09,0.3333,0.71,0.488,0.194,3,97,100,4.615
9887,2012-02-21,1,1,2,23,0,2,1,1,0.32,286.27,0.303,0.66,0.456,0.2239,1,46,47,3.871
9888,2012-02-22,1,1,2,0,0,3,1,1,0.32,286.27,0.303,0.66,0.456,0.2239,5,19,24,3.219
9889,2012-02-22,1,1,2,1,0,3,1,1,0.32,286.27,0.3333,0.7,0.472,0.1343,3,4,7,2.079
9890,2012-02-22,1,1,2,2,0,3,1,1,0.34,287.09,0.3182,0.66,0.468,0.2836,1,5,6,1.946
9891,2012-02-22,1,1,2,3,0,3,1,2,0.34,287.09,0.3182,0.71,0.488,0.2239,1,3,4,1.609
9892,2012-02-22,1,1,2,4,0,3,1,1,0.34,287.09,0.3333,0.71,0.488,0.1642,0,2,2,1.099
9893,2012-02-22,1,1,2,5,0,3,1,1,0.32,286.27,0.3333,0.7,0.472,0.1045,1,29,30,3.434
9894,2012-02-22,1,1,2,6,0,3,1,1,0.32,286.27,0.3182,0.76,0.496,0.1642,5,85,90,4.511
9895,2012-02-22,1,1,2,7,0,3,1,1,0.32,286.27,0.3333,0.76,0.496,0.0896,10,292,302,5.714
9896,2012-02-22,1,1,2,8,0,3,1,1,0.3,285.45,0.3182,0.75,0.48,0.0896,9,567,576,6.358
9897,2012-02-22,1,1,2,9,0,3,1,1,0.32,286.27,0.3333,0.7,0.472,0.0896,11,241,252,5.533
9898,2012-02-22,1,1,2,10,0,3,1,1,0.34,287.09,0.3485,0.71,0.488,0.0896,17,122,139,4.942
9899,2012-02-22,1,1,2,11,0,3,1,1,0.36,287.91,0.3485,0.66,0.48,0.1642,22,149,171,5.147
9900,2012-02-22,1,1,2,12,0,3,1,1,0.4,289.55,0.4091,0.62,0.488,0.2836,21,186,207,5.338
9901,2012-02-22,1,1,2,13,0,3,1,1,0.42,290.37,0.4242,0.54,0.468,0.2985,15,175,190,5.252
9902,2012-02-22,1,1,2,14,0,3,1,1,0.44,291.19,0.4394,0.54,0.48,0.3284,35,142,177,5.182
9903,2012-02-22,1,1,2,15,0,3,1,1,0.5,293.65,0.4848,0.31,0.424,0.4179,34,161,195,5.278
9904,2012-02-22,1,1,2,16,0,3,1,1,0.52,294.47,0.5,0.29,0.428,0.4627,30,268,298,5.7
9905,2012-02-22,1,1,2,17,0,3,1,1,0.52,294.47,0.5,0.32,0.44,0.3881,43,486,529,6.273
9906,2012-02-22,1,1,2,18,0,3,1,2,0.48,292.83,0.4697,0.41,0.452,0.3284,42,483,525,6.265
9907,2012-02-22,1,1,2,19,0,3,1,2,0.46,292.01,0.4545,0.44,0.452,0.2836,22,305,327,5.793
9908,2012-02-22,1,1,2,20,0,3,1,2,0.44,291.19,0.4394,0.47,0.452,0.194,25,249,274,5.617
9909,2012-02-22,1,1,2,21,0,3,1,2,0.48,292.83,0.4697,0.33,0.42,0.2836,19,220,239,5.481
9910,2012-02-22,1,1,2,22,0,3,1,2,0.44,291.19,0.4394,0.47,0.452,0.2537,18,129,147,4.997
9911,2012-02-22,1,1,2,23,0,3,1,2,0.46,292.01,0.4545,0.41,0.44,0.2836,5,57,62,4.143
9912,2012-02-23,1,1,2,0,0,4,1,2,0.44,291.19,0.4394,0.47,0.452,0.2537,12,30,42,3.761
9913,2012-02-23,1,1,2,1,0,4,1,2,0.44,291.19,0.4394,0.58,0.496,0.2836,3,12,15,2.773
9914,2012-02-23,1,1,2,2,0,4,1,2,0.44,291.19,0.4394,0.62,0.512,0.2239,5,4,9,2.303
9915,2012-02-23,1,1,2,3,0,4,1,3,0.44,291.19,0.4394,0.67,0.532,0.194,2,4,6,1.946
9916,2012-02-23,1,1,2,4,0,4,1,1,0.4,289.55,0.4091,0.76,0.544,0.2239,0,1,1,0.693
9917,2012-02-23,1,1,2,5,0,4,1,1,0.4,289.55,0.4091,0.76,0.544,0.2239,2,30,32,3.497
9918,2012-02-23,1,1,2,6,0,4,1,1,0.36,287.91,0.3485,0.87,0.564,0.194,3,88,91,4.522
9919,2012-02-23,1,1,2,7,0,4,1,1,0.36,287.91,0.3485,0.81,0.54,0.2239,9,317,326,5.79
9920,2012-02-23,1,1,2,8,0,4,1,1,0.34,287.09,0.3333,0.87,0.552,0.194,11,549,560,6.33
9921,2012-02-23,1,1,2,9,0,4,1,1,0.36,287.91,0.3333,0.81,0.54,0.2537,14,228,242,5.493
9922,2012-02-23,1,1,2,10,0,4,1,1,0.42,290.37,0.4242,0.67,0.52,0.194,41,107,148,5.004
9923,2012-02-23,1,1,2,11,0,4,1,1,0.48,292.83,0.4697,0.48,0.48,0.2836,54,128,182,5.209
9924,2012-02-23,1,1,2,12,0,4,1,1,0.5,293.65,0.4848,0.42,0.468,0.2537,25,199,224,5.416
9925,2012-02-23,1,1,2,13,0,4,1,1,0.52,294.47,0.5,0.39,0.468,0.194,30,188,218,5.389
9926,2012-02-23,1,1,2,14,0,4,1,1,0.54,295.29,0.5152,0.37,0.472,0.2537,36,156,192,5.263
9927,2012-02-23,1,1,2,15,0,4,1,1,0.54,295.29,0.5152,0.33,0.456,0.1343,46,171,217,5.384
9928,2012-02-23,1,1,2,16,0,4,1,1,0.56,296.11,0.5303,0.32,0.464,0.0,45,298,343,5.841
9929,2012-02-23,1,1,2,17,0,4,1,1,0.54,295.29,0.5152,0.32,0.452,0.1642,49,561,610,6.415
9930,2012-02-23,1,1,2,18,0,4,1,1,0.54,295.29,0.5152,0.37,0.472,0.1343,36,486,522,6.26
9931,2012-02-23,1,1,2,19,0,4,1,1,0.5,293.65,0.4848,0.39,0.456,0.0896,20,349,369,5.914
9932,2012-02-23,1,1,2,20,0,4,1,1,0.46,292.01,0.4545,0.44,0.452,0.1343,23,246,269,5.598
9933,2012-02-23,1,1,2,21,0,4,1,1,0.44,291.19,0.4394,0.51,0.468,0.2239,17,205,222,5.407
9934,2012-02-23,1,1,2,22,0,4,1,1,0.44,291.19,0.4394,0.54,0.48,0.2537,19,118,137,4.927
9935,2012-02-23,1,1,2,23,0,4,1,1,0.44,291.19,0.4394,0.54,0.48,0.0,14,71,85,4.454
9936,2012-02-24,1,1,2,0,0,5,1,2,0.44,291.19,0.4394,0.58,0.496,0.0896,12,34,46,3.85
9937,2012-02-24,1,1,2,1,0,5,1,1,0.44,291.19,0.4394,0.62,0.512,0.194,3,15,18,2.944
9938,2012-02-24,1,1,2,2,0,5,1,3,0.42,290.37,0.4242,0.77,0.56,0.2836,1,4,5,1.792
9939,2012-02-24,1,1,2,3,0,5,1,1,0.42,290.37,0.4242,0.82,0.58,0.1343,0,5,5,1.792
9940,2012-02-24,1,1,2,4,0,5,1,1,0.4,289.55,0.4091,0.87,0.588,0.1343,0,2,2,1.099
9941,2012-02-24,1,1,2,5,0,5,1,2,0.4,289.55,0.4091,0.87,0.588,0.194,1,25,26,3.296
9942,2012-02-24,1,1,2,6,0,5,1,2,0.4,289.55,0.4091,0.87,0.588,0.1642,2,80,82,4.419
9943,2012-02-24,1,1,2,7,0,5,1,2,0.4,289.55,0.4091,0.76,0.544,0.2239,7,265,272,5.609
9944,2012-02-24,1,1,2,8,0,5,1,2,0.38,288.73,0.3939,0.76,0.532,0.3284,17,452,469,6.153
9945,2012-02-24,1,1,2,9,0,5,1,3,0.36,287.91,0.3333,0.81,0.54,0.2537,15,229,244,5.501
9946,2012-02-24,1,1,2,10,0,5,1,3,0.36,287.91,0.3485,0.81,0.54,0.1642,22,119,141,4.956
9947,2012-02-24,1,1,2,11,0,5,1,2,0.36,287.91,0.3636,0.81,0.54,0.1045,27,136,163,5.1
9948,2012-02-24,1,1,2,12,0,5,1,2,0.4,289.55,0.4091,0.76,0.544,0.1343,27,201,228,5.434
9949,2012-02-24,1,1,2,13,0,5,1,2,0.42,290.37,0.4242,0.71,0.536,0.1045,30,153,183,5.215
9950,2012-02-24,1,1,2,14,0,5,1,2,0.46,292.01,0.4545,0.67,0.544,0.1045,5,26,31,3.466
9951,2012-02-24,1,1,2,15,0,5,1,3,0.4,289.55,0.4091,0.87,0.588,0.194,11,83,94,4.554
9952,2012-02-24,1,1,2,16,0,5,1,3,0.4,289.55,0.4091,0.87,0.588,0.194,12,166,178,5.187
9953,2012-02-24,1,1,2,17,0,5,1,3,0.42,290.37,0.4242,0.94,0.628,0.1045,14,242,256,5.549
9954,2012-02-24,1,1,2,18,0,5,1,2,0.42,290.37,0.4242,0.94,0.628,0.0,11,289,300,5.707
9955,2012-02-24,1,1,2,19,0,5,1,2,0.44,291.19,0.4394,0.88,0.616,0.1045,6,227,233,5.455
9956,2012-02-24,1,1,2,20,0,5,1,1,0.44,291.19,0.4394,0.62,0.512,0.4179,8,159,167,5.124
9957,2012-02-24,1,1,2,21,0,5,1,1,0.42,290.37,0.4242,0.35,0.392,0.806,1,151,152,5.03
9958,2012-02-24,1,1,2,22,0,5,1,1,0.4,289.55,0.4091,0.37,0.388,0.5821,4,102,106,4.673
9959,2012-02-24,1,1,2,23,0,5,1,1,0.38,288.73,0.3939,0.37,0.376,0.6866,10,76,86,4.466
9960,2012-02-25,1,1,2,0,0,6,0,1,0.36,287.91,0.3333,0.43,0.388,0.3881,5,56,61,4.127
9961,2012-02-25,1,1,2,1,0,6,0,1,0.34,287.09,0.303,0.42,0.372,0.3582,4,42,46,3.85
9962,2012-02-25,1,1,2,2,0,6,0,1,0.32,286.27,0.303,0.45,0.372,0.2537,1,37,38,3.664
9963,2012-02-25,1,1,2,3,0,6,0,1,0.3,285.45,0.2727,0.45,0.36,0.2985,0,7,7,2.079
9964,2012-02-25,1,1,2,4,0,6,0,1,0.3,285.45,0.2727,0.42,0.348,0.3284,0,2,2,1.099
9965,2012-02-25,1,1,2,5,0,6,0,2,0.3,285.45,0.2727,0.42,0.348,0.2985,0,3,3,1.386
9966,2012-02-25,1,1,2,6,0,6,0,2,0.3,285.45,0.2727,0.42,0.348,0.2985,1,12,13,2.639
9967,2012-02-25,1,1,2,7,0,6,0,1,0.28,284.63,0.2424,0.45,0.348,0.4478,3,20,23,3.178
9968,2012-02-25,1,1,2,8,0,6,0,1,0.26,283.81,0.2273,0.48,0.348,0.2985,3,90,93,4.543
9969,2012-02-25,1,1,2,9,0,6,0,3,0.22,282.17,0.197,0.75,0.432,0.3284,15,107,122,4.812
9970,2012-02-25,1,1,2,10,0,6,0,1,0.26,283.81,0.2273,0.6,0.396,0.3582,24,159,183,5.215
9971,2012-02-25,1,1,2,11,0,6,0,1,0.3,285.45,0.2576,0.39,0.336,0.6119,23,187,210,5.352
9972,2012-02-25,1,1,2,12,0,6,0,1,0.32,286.27,0.2727,0.29,0.308,0.6567,41,217,258,5.557
9973,2012-02-25,1,1,2,13,0,6,0,1,0.32,286.27,0.2879,0.31,0.316,0.4925,48,178,226,5.425
9974,2012-02-25,1,1,2,14,0,6,0,1,0.32,286.27,0.2727,0.29,0.308,0.5522,35,181,216,5.38
9975,2012-02-25,1,1,2,15,0,6,0,1,0.32,286.27,0.2879,0.29,0.308,0.4179,21,211,232,5.451
9976,2012-02-25,1,1,2,16,0,6,0,1,0.32,286.27,0.2727,0.26,0.296,0.5821,32,163,195,5.278
9977,2012-02-25,1,1,2,17,0,6,0,1,0.3,285.45,0.2727,0.33,0.312,0.3582,16,143,159,5.075
9978,2012-02-25,1,1,2,18,0,6,0,1,0.3,285.45,0.2576,0.28,0.292,0.5821,7,126,133,4.898
9979,2012-02-25,1,1,2,19,0,6,0,1,0.26,283.81,0.2121,0.33,0.288,0.4478,12,137,149,5.011
9980,2012-02-25,1,1,2,20,0,6,0,1,0.26,283.81,0.2121,0.3,0.276,0.5522,10,95,105,4.663
9981,2012-02-25,1,1,2,21,0,6,0,1,0.24,282.99,0.2121,0.35,0.284,0.3284,5,80,85,4.454
9982,2012-02-25,1,1,2,22,0,6,0,1,0.24,282.99,0.197,0.38,0.296,0.4627,4,78,82,4.419
9983,2012-02-25,1,1,2,23,0,6,0,1,0.24,282.99,0.197,0.41,0.308,0.4179,7,84,91,4.522
9984,2012-02-26,1,1,2,0,0,0,0,1,0.24,282.99,0.2121,0.41,0.308,0.3582,7,63,70,4.263
9985,2012-02-26,1,1,2,1,0,0,0,1,0.24,282.99,0.2121,0.44,0.32,0.3284,5,50,55,4.025
9986,2012-02-26,1,1,2,2,0,0,0,1,0.24,282.99,0.2121,0.44,0.32,0.3284,5,37,42,3.761
9987,2012-02-26,1,1,2,3,0,0,0,1,0.24,282.99,0.2273,0.41,0.308,0.194,0,21,21,3.091
9988,2012-02-26,1,1,2,4,0,0,0,1,0.24,282.99,0.2273,0.41,0.308,0.194,1,5,6,1.946
9989,2012-02-26,1,1,2,5,0,0,0,1,0.22,282.17,0.2121,0.44,0.308,0.2239,0,5,5,1.792
9990,2012-02-26,1,1,2,6,0,0,0,1,0.22,282.17,0.197,0.44,0.308,0.3284,0,2,2,1.099
9991,2012-02-26,1,1,2,7,0,0,0,1,0.2,281.35,0.1818,0.51,0.324,0.2985,2,20,22,3.135
9992,2012-02-26,1,1,2,8,0,0,0,1,0.2,281.35,0.197,0.51,0.324,0.2537,2,57,59,4.094
9993,2012-02-26,1,1,2,9,0,0,0,1,0.22,282.17,0.2121,0.47,0.32,0.2239,11,76,87,4.477
9994,2012-02-26,1,1,2,10,0,0,0,1,0.26,283.81,0.2576,0.41,0.32,0.1642,27,161,188,5.242
9995,2012-02-26,1,1,2,11,0,0,0,1,0.28,284.63,0.2576,0.41,0.332,0.2836,43,184,227,5.429
9996,2012-02-26,1,1,2,12,0,0,0,1,0.3,285.45,0.303,0.39,0.336,0.1343,49,256,305,5.724
9997,2012-02-26,1,1,2,13,0,0,0,1,0.32,286.27,0.3333,0.36,0.336,0.0,58,267,325,5.787
9998,2012-02-26,1,1,2,14,0,0,0,1,0.34,287.09,0.3485,0.31,0.328,0.0,68,263,331,5.805
9999,2012-02-26,1,1,2,15,0,0,0,1,0.36,287.91,0.3485,0.29,0.332,0.0,72,281,353,5.869
10000,2012-02-26,1,1,2,16,0,0,0,1,0.36,287.91,0.3333,0.32,0.344,0.2537,64,275,339,5.829
10001,2012-02-26,1,1,2,17,0,0,0,1,0.36,287.91,0.3485,0.32,0.344,0.2239,46,241,287,5.663
10002,2012-02-26,1,1,2,18,0,0,0,1,0.34,287.09,0.3182,0.36,0.348,0.2836,17,199,216,5.38
10003,2012-02-26,1,1,2,19,0,0,0,1,0.34,287.09,0.3333,0.34,0.34,0.1642,13,130,143,4.97
10004,2012-02-26,1,1,2,20,0,0,0,1,0.32,286.27,0.3182,0.42,0.36,0.1642,9,79,88,4.489
10005,2012-02-26,1,1,2,21,0,0,0,1,0.3,285.45,0.303,0.45,0.36,0.1343,8,75,83,4.431
10006,2012-02-26,1,1,2,22,0,0,0,1,0.3,285.45,0.2879,0.42,0.348,0.2239,3,68,71,4.277
10007,2012-02-26,1,1,2,23,0,0,0,1,0.26,283.81,0.2576,0.56,0.38,0.1642,5,59,64,4.174
10008,2012-02-27,1,1,2,0,0,1,1,1,0.26,283.81,0.2424,0.6,0.396,0.2537,2,27,29,3.401
10009,2012-02-27,1,1,2,1,0,1,1,1,0.26,283.81,0.2576,0.65,0.416,0.2239,0,6,6,1.946
10010,2012-02-27,1,1,2,2,0,1,1,1,0.26,283.81,0.2273,0.7,0.436,0.2985,0,4,4,1.609
10011,2012-02-27,1,1,2,3,0,1,1,1,0.24,282.99,0.2424,0.75,0.444,0.1642,0,2,2,1.099
10012,2012-02-27,1,1,2,4,0,1,1,1,0.22,282.17,0.2273,0.8,0.452,0.1343,0,1,1,0.693
10013,2012-02-27,1,1,2,5,0,1,1,1,0.22,282.17,0.2273,0.8,0.452,0.1343,0,16,16,2.833
10014,2012-02-27,1,1,2,6,0,1,1,1,0.24,282.99,0.2273,0.7,0.424,0.2537,1,89,90,4.511
10015,2012-02-27,1,1,2,7,0,1,1,1,0.24,282.99,0.2273,0.6,0.384,0.2239,2,278,280,5.638
10016,2012-02-27,1,1,2,8,0,1,1,1,0.24,282.99,0.2424,0.6,0.384,0.0,14,514,528,6.271
10017,2012-02-27,1,1,2,9,0,1,1,1,0.26,283.81,0.2576,0.6,0.396,0.194,11,219,230,5.442
10018,2012-02-27,1,1,2,10,0,1,1,1,0.32,286.27,0.303,0.45,0.372,0.2537,16,88,104,4.654
10019,2012-02-27,1,1,2,11,0,1,1,1,0.36,287.91,0.3333,0.43,0.388,0.2537,11,92,103,4.644
10020,2012-02-27,1,1,2,12,0,1,1,1,0.4,289.55,0.4091,0.37,0.388,0.2985,13,164,177,5.182
10021,2012-02-27,1,1,2,13,0,1,1,1,0.4,289.55,0.4091,0.43,0.412,0.2836,23,159,182,5.209
10022,2012-02-27,1,1,2,14,0,1,1,1,0.46,292.01,0.4545,0.36,0.42,0.2836,24,134,158,5.069
10023,2012-02-27,1,1,2,15,0,1,1,1,0.52,294.47,0.5,0.25,0.412,0.4179,24,150,174,5.165
10024,2012-02-27,1,1,2,16,0,1,1,1,0.54,295.29,0.5152,0.26,0.428,0.4478,20,266,286,5.659
10025,2012-02-27,1,1,2,17,0,1,1,1,0.54,295.29,0.5152,0.24,0.42,0.4478,26,503,529,6.273
10026,2012-02-27,1,1,2,18,0,1,1,1,0.52,294.47,0.5,0.27,0.42,0.4179,10,517,527,6.269
10027,2012-02-27,1,1,2,19,0,1,1,1,0.5,293.65,0.4848,0.29,0.416,0.3881,16,318,334,5.814
10028,2012-02-27,1,1,2,20,0,1,1,1,0.48,292.83,0.4697,0.33,0.42,0.3582,11,208,219,5.394
10029,2012-02-27,1,1,2,21,0,1,1,1,0.46,292.01,0.4545,0.36,0.42,0.2836,14,181,195,5.278
10030,2012-02-27,1,1,2,22,0,1,1,1,0.44,291.19,0.4394,0.44,0.44,0.2537,9,83,92,4.533
10031,2012-02-27,1,1,2,23,0,1,1,1,0.42,290.37,0.4242,0.5,0.452,0.1642,6,50,56,4.043
10032,2012-02-28,1,1,2,0,0,2,1,1,0.42,290.37,0.4242,0.54,0.468,0.1343,0,10,10,2.398
10033,2012-02-28,1,1,2,1,0,2,1,1,0.38,288.73,0.3939,0.62,0.476,0.1642,0,6,6,1.946
10034,2012-02-28,1,1,2,2,0,2,1,1,0.4,289.55,0.4091,0.54,0.456,0.1045,1,2,3,1.386
10035,2012-02-28,1,1,2,3,0,2,1,1,0.4,289.55,0.4091,0.32,0.368,0.3582,0,6,6,1.946
10036,2012-02-28,1,1,2,4,0,2,1,1,0.32,286.27,0.2879,0.42,0.36,0.3582,0,2,2,1.099
10037,2012-02-28,1,1,2,5,0,2,1,1,0.32,286.27,0.2879,0.42,0.36,0.3582,1,20,21,3.091
10038,2012-02-28,1,1,2,6,0,2,1,1,0.3,285.45,0.2727,0.45,0.36,0.3284,1,100,101,4.625
10039,2012-02-28,1,1,2,7,0,2,1,1,0.28,284.63,0.2576,0.45,0.348,0.2985,12,313,325,5.787
10040,2012-02-28,1,1,2,8,0,2,1,1,0.26,283.81,0.2424,0.48,0.348,0.2836,16,543,559,6.328
10041,2012-02-28,1,1,2,9,0,2,1,1,0.28,284.63,0.2576,0.45,0.348,0.3582,7,225,232,5.451
10042,2012-02-28,1,1,2,10,0,2,1,1,0.3,285.45,0.2727,0.42,0.348,0.2985,14,118,132,4.89
10043,2012-02-28,1,1,2,11,0,2,1,1,0.34,287.09,0.3182,0.36,0.348,0.2537,8,155,163,5.1
10044,2012-02-28,1,1,2,12,0,2,1,1,0.36,287.91,0.3485,0.34,0.352,0.1343,19,164,183,5.215
10045,2012-02-28,1,1,2,13,0,2,1,1,0.36,287.91,0.3636,0.32,0.344,0.1045,16,174,190,5.252
10046,2012-02-28,1,1,2,14,0,2,1,1,0.4,289.55,0.4091,0.28,0.352,0.1045,13,121,134,4.905
10047,2012-02-28,1,1,2,15,0,2,1,1,0.42,290.37,0.4242,0.26,0.356,0.0896,17,149,166,5.118
10048,2012-02-28,1,1,2,16,0,2,1,1,0.42,290.37,0.4242,0.28,0.364,0.0896,17,270,287,5.663
10049,2012-02-28,1,1,2,17,0,2,1,1,0.42,290.37,0.4242,0.26,0.356,0.0896,33,497,530,6.275
10050,2012-02-28,1,1,2,18,0,2,1,1,0.42,290.37,0.4242,0.28,0.364,0.1642,17,432,449,6.109
10051,2012-02-28,1,1,2,19,0,2,1,1,0.42,290.37,0.4242,0.26,0.356,0.0,15,291,306,5.727
10052,2012-02-28,1,1,2,20,0,2,1,1,0.4,289.55,0.4091,0.3,0.36,0.1343,2,202,204,5.323
10053,2012-02-28,1,1,2,21,0,2,1,1,0.34,287.09,0.3485,0.46,0.388,0.1045,10,178,188,5.242
10054,2012-02-28,1,1,2,22,0,2,1,1,0.34,287.09,0.3485,0.46,0.388,0.1045,6,95,101,4.625
10055,2012-02-28,1,1,2,23,0,2,1,1,0.32,286.27,0.303,0.53,0.404,0.2239,4,61,65,4.19
10056,2012-02-29,1,1,2,0,0,3,1,1,0.32,286.27,0.3333,0.53,0.404,0.1045,2,30,32,3.497
10057,2012-02-29,1,1,2,1,0,3,1,1,0.32,286.27,0.3333,0.49,0.388,0.1045,0,6,6,1.946
10058,2012-02-29,1,1,2,2,0,3,1,1,0.3,285.45,0.2879,0.56,0.404,0.2239,0,4,4,1.609
10059,2012-02-29,1,1,2,3,0,3,1,1,0.28,284.63,0.303,0.7,0.448,0.0896,0,2,2,1.099
